"","Response","Predictor","Estimate","Std.Error","DF","Crit.Value","P.Value","Std.Estimate","","date_2"
"827","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",6.8429,1.5385,1041,4.4479,0,0,"***",2020-04-01
"828","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.019,0.0148,1041,1.2882,0.198,0.019,"",2020-04-01
"829","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3924,0.0254,1041,15.434,0,0.3938,"***",2020-04-01
"830","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.4862,0.1965,29,12.6521,0,0.4093,"***",2020-04-01
"831","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-3.8494,5.1629,29,-0.7456,0.4619,-0.0206,"",2020-04-01
"832","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.0155,2.729,29,-3.3036,0.0025,-0.0933,"**",2020-04-01
"833","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.2618,0.0193,1041,-13.5629,0,-0.0816,"***",2020-04-01
"834","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.9973,0.9215,1041,3.2528,0.0012,0,"**",2020-04-01
"835","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.0196,0.0141,1041,-1.3867,0.1658,-0.0264,"",2020-04-01
"836","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3222,0.0258,1041,12.5024,0,0.3242,"***",2020-04-01
"837","l22.log.admin2_inbound_trip_count.per1M","rwi",1.2375,0.1079,29,11.4726,0,0.301,"***",2020-04-01
"838","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",7.0427,3.0196,29,2.3323,0.0268,0.0558,"*",2020-04-01
"839","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.9492,1.5831,29,2.4947,0.0186,0.0604,"*",2020-04-01
"840","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.2564,0.0156,1041,-16.3945,0,-0.118,"***",2020-04-01
"841","log.new_cases.per1M","(Intercept)",0.8534,2.3294,1066,0.3664,0.7142,0,"",2020-04-02
"842","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.1072,0.0217,1066,4.9508,0,0.0767,"***",2020-04-02
"843","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.001,0.0265,1066,-0.0375,0.9701,-7e-04,"",2020-04-02
"844","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.0779,0.0304,1066,2.5636,0.0105,0.0385,"*",2020-04-02
"845","log.new_cases.per1M","l1.log.new_cases.per1M",0.9005,0.0129,1066,69.7726,0,0.8981,"***",2020-04-02
"846","log.new_cases.per1M","weekend",-0.0186,0.0351,1066,-0.5289,0.597,-0.0042,"",2020-04-02
"847","log.new_cases.per1M","rwi",0.2812,0.2768,5,1.0161,0.3562,0.034,"",2020-04-02
"848","log.new_cases.per1M","X65p_pct",7.8868,8.1341,5,0.9696,0.3768,0.0311,"",2020-04-02
"849","log.new_cases.per1M","M_pct",-4.2345,4.3631,5,-0.9705,0.3764,-0.0322,"",2020-04-02
"850","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.0484,3.2474,1050,-1.8625,0.0628,0,"",2020-04-02
"851","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0361,0.0114,1050,3.1794,0.0015,0.0422,"**",2020-04-02
"852","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5141,0.025,1050,20.533,0,0.5157,"***",2020-04-02
"853","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.6703,0.3651,21,-1.8358,0.0806,-0.1133,"",2020-04-02
"854","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-11.9269,11.2881,21,-1.0566,0.3027,-0.0657,"",2020-04-02
"855","l3.log.admin1_inflow_trip_count.per1M","M_pct",17.2667,5.969,21,2.8927,0.0087,0.1835,"**",2020-04-02
"856","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2603,0.0184,1050,-14.1322,0,-0.0833,"***",2020-04-02
"857","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",6.899,1.5472,1041,4.4589,0,0,"***",2020-04-02
"858","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.02,0.0144,1041,1.384,0.1667,0.0203,"",2020-04-02
"859","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.389,0.0254,1041,15.292,0,0.3902,"***",2020-04-02
"860","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.4933,0.1974,29,12.633,0,0.4117,"***",2020-04-02
"861","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-3.7521,5.1954,29,-0.7222,0.476,-0.0202,"",2020-04-02
"862","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.1274,2.7457,29,-3.3243,0.0024,-0.0948,"**",2020-04-02
"863","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.2605,0.0192,1041,-13.5626,0,-0.0814,"***",2020-04-02
"864","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.0346,0.9274,1041,3.2722,0.0011,0,"**",2020-04-02
"865","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.015,0.0137,1041,-1.0949,0.2738,-0.0207,"",2020-04-02
"866","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3167,0.0257,1041,12.3065,0,0.3186,"***",2020-04-02
"867","l22.log.admin2_inbound_trip_count.per1M","rwi",1.2455,0.1084,29,11.4866,0,0.3048,"***",2020-04-02
"868","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",7.0881,3.0412,29,2.3307,0.0269,0.0565,"*",2020-04-02
"869","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.9373,1.5942,29,2.4697,0.0197,0.0606,"*",2020-04-02
"870","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.2555,0.0156,1041,-16.415,0,-0.1183,"***",2020-04-02
"871","log.new_cases.per1M","(Intercept)",0.8151,2.3209,1066,0.3512,0.7255,0,"",2020-04-03
"872","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.1071,0.0216,1066,4.961,0,0.0763,"***",2020-04-03
"873","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.0032,0.0266,1066,-0.1196,0.9048,-0.0023,"",2020-04-03
"874","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.0771,0.0303,1066,2.5454,0.0111,0.0377,"*",2020-04-03
"875","log.new_cases.per1M","l1.log.new_cases.per1M",0.9028,0.0129,1066,70.0759,0,0.9001,"***",2020-04-03
"876","log.new_cases.per1M","weekend",-0.0183,0.0349,1066,-0.5227,0.6013,-0.0042,"",2020-04-03
"877","log.new_cases.per1M","rwi",0.272,0.2759,5,0.9858,0.3695,0.0328,"",2020-04-03
"878","log.new_cases.per1M","X65p_pct",7.5968,8.1009,5,0.9378,0.3914,0.0298,"",2020-04-03
"879","log.new_cases.per1M","M_pct",-4.0972,4.3466,5,-0.9426,0.3892,-0.031,"",2020-04-03
"880","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.0067,3.2101,1050,-1.8712,0.0616,0,"",2020-04-03
"881","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0336,0.0112,1050,2.9979,0.0028,0.0395,"**",2020-04-03
"882","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5192,0.025,1050,20.7517,0,0.5201,"***",2020-04-03
"883","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.6593,0.3609,21,-1.8267,0.082,-0.1116,"",2020-04-03
"884","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-11.642,11.1565,21,-1.0435,0.3086,-0.0642,"",2020-04-03
"885","l3.log.admin1_inflow_trip_count.per1M","M_pct",17.1066,5.9005,21,2.8992,0.0086,0.1821,"**",2020-04-03
"886","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2544,0.0183,1050,-13.9294,0,-0.0815,"***",2020-04-03
"887","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",6.9813,1.5589,1041,4.4783,0,0,"***",2020-04-03
"888","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0219,0.0141,1041,1.5531,0.1207,0.0226,"",2020-04-03
"889","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3842,0.0254,1041,15.1372,0,0.3854,"***",2020-04-03
"890","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.5111,0.1983,29,12.6616,0,0.4159,"***",2020-04-03
"891","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-3.7529,5.2391,29,-0.7163,0.4795,-0.0203,"",2020-04-03
"892","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.2823,2.7684,29,-3.3529,0.0022,-0.0967,"**",2020-04-03
"893","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.2584,0.0191,1041,-13.5305,0,-0.081,"***",2020-04-03
"894","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.0898,0.9365,1041,3.2992,0.001,0,"**",2020-04-03
"895","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.0147,0.0134,1041,-1.0992,0.2719,-0.0207,"",2020-04-03
"896","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3074,0.0257,1041,11.9579,0,0.3095,"***",2020-04-03
"897","l22.log.admin2_inbound_trip_count.per1M","rwi",1.26,0.1093,29,11.5304,0,0.3105,"***",2020-04-03
"898","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",7.1339,3.0722,29,2.3221,0.0275,0.0573,"*",2020-04-03
"899","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.9573,1.6103,29,2.4575,0.0202,0.0613,"*",2020-04-03
"900","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.253,0.0155,1041,-16.3378,0,-0.118,"***",2020-04-03
"901","log.new_cases.per1M","(Intercept)",0.6463,2.1622,1066,0.2989,0.7651,0,"",2020-04-04
"902","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.0986,0.0214,1066,4.6176,0,0.07,"***",2020-04-04
"903","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.0095,0.0266,1066,0.3556,0.7222,0.0069,"",2020-04-04
"904","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.0772,0.03,1066,2.5709,0.0103,0.0374,"*",2020-04-04
"905","log.new_cases.per1M","l1.log.new_cases.per1M",0.9,0.0127,1066,70.6033,0,0.8992,"***",2020-04-04
"906","log.new_cases.per1M","weekend",-0.0246,0.0345,1066,-0.7141,0.4753,-0.0057,"",2020-04-04
"907","log.new_cases.per1M","rwi",0.2251,0.2588,5,0.87,0.4241,0.0271,"",2020-04-04
"908","log.new_cases.per1M","X65p_pct",7.5506,7.5372,5,1.0018,0.3624,0.0296,"",2020-04-04
"909","log.new_cases.per1M","M_pct",-3.7504,4.0581,5,-0.9242,0.3978,-0.0284,"",2020-04-04
"910","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-5.9881,3.1972,1050,-1.8729,0.0614,0,"",2020-04-04
"911","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0342,0.0111,1050,3.0751,0.0022,0.0403,"**",2020-04-04
"912","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5207,0.0251,1050,20.7356,0,0.5221,"***",2020-04-04
"913","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.6608,0.3595,21,-1.8384,0.0802,-0.1122,"",2020-04-04
"914","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-11.435,11.111,21,-1.0292,0.3151,-0.0632,"",2020-04-04
"915","l3.log.admin1_inflow_trip_count.per1M","M_pct",17.032,5.8773,21,2.8979,0.0086,0.1818,"**",2020-04-04
"916","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2549,0.0181,1050,-14.049,0,-0.0819,"***",2020-04-04
"917","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.1157,1.5837,1041,4.4932,0,0,"***",2020-04-04
"918","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0213,0.0138,1041,1.5377,0.1244,0.0222,"",2020-04-04
"919","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3771,0.0253,1041,14.8817,0,0.3782,"***",2020-04-04
"920","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.5419,0.2006,29,12.6687,0,0.4223,"***",2020-04-04
"921","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-3.7413,5.3287,29,-0.7021,0.4882,-0.0202,"",2020-04-04
"922","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.5236,2.8152,29,-3.3829,0.0021,-0.0995,"**",2020-04-04
"923","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.2551,0.019,1041,-13.4392,0,-0.0802,"***",2020-04-04
"924","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.1375,0.9463,1041,3.3154,9e-04,0,"***",2020-04-04
"925","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.018,0.0129,1041,-1.3924,0.1641,-0.0259,"",2020-04-04
"926","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.2972,0.0257,1041,11.5436,0,0.2995,"***",2020-04-04
"927","l22.log.admin2_inbound_trip_count.per1M","rwi",1.2767,0.1102,29,11.5833,0,0.317,"***",2020-04-04
"928","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",7.2348,3.1046,29,2.3303,0.027,0.0585,"*",2020-04-04
"929","l22.log.admin2_inbound_trip_count.per1M","M_pct",4.0075,1.6271,29,2.463,0.02,0.0626,"*",2020-04-04
"930","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.2491,0.0154,1041,-16.1621,0,-0.1171,"***",2020-04-04
"931","log.new_cases.per1M","(Intercept)",0.7981,2.2516,1066,0.3545,0.7231,0,"",2020-04-05
"932","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.1034,0.0216,1066,4.7973,0,0.0731,"***",2020-04-05
"933","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.0026,0.0269,1066,0.095,0.9244,0.0018,"",2020-04-05
"934","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.0784,0.03,1066,2.6131,0.0091,0.0377,"**",2020-04-05
"935","log.new_cases.per1M","l1.log.new_cases.per1M",0.9003,0.0128,1066,70.2834,0,0.8996,"***",2020-04-05
"936","log.new_cases.per1M","weekend",-0.0349,0.0345,1066,-1.0111,0.3122,-0.008,"",2020-04-05
"937","log.new_cases.per1M","rwi",0.2542,0.2686,5,0.9464,0.3874,0.0306,"",2020-04-05
"938","log.new_cases.per1M","X65p_pct",7.5226,7.846,5,0.9588,0.3817,0.0295,"",2020-04-05
"939","log.new_cases.per1M","M_pct",-4.0647,4.2187,5,-0.9635,0.3796,-0.0308,"",2020-04-05
"940","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-5.9222,3.1696,1050,-1.8684,0.062,0,"",2020-04-05
"941","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0325,0.011,1050,2.9495,0.0033,0.0386,"**",2020-04-05
"942","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5266,0.0252,1050,20.8823,0,0.5285,"***",2020-04-05
"943","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.6548,0.3564,21,-1.8374,0.0803,-0.1116,"",2020-04-05
"944","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-11.4581,11.0145,21,-1.0403,0.31,-0.0636,"",2020-04-05
"945","l3.log.admin1_inflow_trip_count.per1M","M_pct",16.8675,5.8279,21,2.8943,0.0087,0.1807,"**",2020-04-05
"946","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2541,0.0181,1050,-14.0502,0,-0.0819,"***",2020-04-05
"947","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.2194,1.6021,1041,4.5063,0,0,"***",2020-04-05
"948","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0281,0.0135,1041,2.0876,0.0371,0.0297,"*",2020-04-05
"949","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3699,0.0253,1041,14.5955,0,0.3706,"***",2020-04-05
"950","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.5676,0.2025,29,12.6792,0,0.4274,"***",2020-04-05
"951","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-3.6733,5.3959,29,-0.6808,0.5014,-0.0199,"",2020-04-05
"952","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.7301,2.8508,29,-3.4132,0.0019,-0.1018,"**",2020-04-05
"953","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.2543,0.0189,1041,-13.4525,0,-0.0801,"***",2020-04-05
"954","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.203,0.9614,1041,3.3316,9e-04,0,"***",2020-04-05
"955","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.0173,0.0124,1041,-1.3919,0.1643,-0.0255,"",2020-04-05
"956","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.2832,0.0257,1041,11.0292,0,0.2857,"***",2020-04-05
"957","l22.log.admin2_inbound_trip_count.per1M","rwi",1.3016,0.1117,29,11.6566,0,0.3261,"***",2020-04-05
"958","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",7.3773,3.1568,29,2.3369,0.0266,0.0602,"*",2020-04-05
"959","l22.log.admin2_inbound_trip_count.per1M","M_pct",4.062,1.6543,29,2.4555,0.0203,0.064,"*",2020-04-05
"960","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.2469,0.0151,1041,-16.3135,0,-0.1181,"***",2020-04-05
"961","log.new_cases.per1M","(Intercept)",0.5749,2.1139,1066,0.272,0.7857,0,"",2020-04-06
"962","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.0938,0.0217,1066,4.3272,0,0.066,"***",2020-04-06
"963","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.0104,0.0273,1066,0.3826,0.7021,0.0075,"",2020-04-06
"964","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.0806,0.0298,1066,2.7003,0.007,0.0385,"**",2020-04-06
"965","log.new_cases.per1M","l1.log.new_cases.per1M",0.8984,0.0128,1066,70.3455,0,0.8999,"***",2020-04-06
"966","log.new_cases.per1M","weekend",-0.0203,0.0348,1066,-0.5818,0.5608,-0.0046,"",2020-04-06
"967","log.new_cases.per1M","rwi",0.2059,0.2544,5,0.8094,0.455,0.0248,"",2020-04-06
"968","log.new_cases.per1M","X65p_pct",7.1567,7.3503,5,0.9737,0.3749,0.0281,"",2020-04-06
"969","log.new_cases.per1M","M_pct",-3.5768,3.9699,5,-0.901,0.4089,-0.0271,"",2020-04-06
"970","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-5.8183,3.1245,1050,-1.8622,0.0629,0,"",2020-04-06
"971","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0332,0.0109,1050,3.0478,0.0024,0.0397,"**",2020-04-06
"972","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5326,0.0252,1050,21.1136,0,0.5351,"***",2020-04-06
"973","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.6451,0.3513,21,-1.8361,0.0805,-0.1104,"",2020-04-06
"974","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-11.2618,10.8571,21,-1.0373,0.3114,-0.0628,"",2020-04-06
"975","l3.log.admin1_inflow_trip_count.per1M","M_pct",16.5911,5.7464,21,2.8872,0.0088,0.1786,"**",2020-04-06
"976","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2559,0.0181,1050,-14.1722,0,-0.0829,"***",2020-04-06
"977","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.3875,1.6416,1041,4.5002,0,0,"***",2020-04-06
"978","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0318,0.013,1041,2.445,0.0147,0.0342,"*",2020-04-06
"979","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3579,0.0251,1041,14.2842,0,0.3591,"***",2020-04-06
"980","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.6198,0.206,29,12.7202,0,0.4376,"***",2020-04-06
"981","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-3.6346,5.5423,29,-0.6558,0.5171,-0.0198,"",2020-04-06
"982","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-10.0452,2.9269,29,-3.4321,0.0018,-0.1055,"**",2020-04-06
"983","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.2476,0.0185,1041,-13.4001,0,-0.079,"***",2020-04-06
"984","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.302,0.9829,1041,3.3593,8e-04,0,"***",2020-04-06
"985","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.0196,0.0119,1041,-1.6443,0.1004,-0.0296,"",2020-04-06
"986","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.264,0.0256,1041,10.3173,0,0.2658,"***",2020-04-06
"987","l22.log.admin2_inbound_trip_count.per1M","rwi",1.3357,0.1138,29,11.741,0,0.337,"***",2020-04-06
"988","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",7.5727,3.2307,29,2.344,0.0261,0.0622,"*",2020-04-06
"989","l22.log.admin2_inbound_trip_count.per1M","M_pct",4.1394,1.6928,29,2.4452,0.0208,0.0657,"*",2020-04-06
"990","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.2636,0.015,1041,-17.5543,0,-0.127,"***",2020-04-06
"991","log.new_cases.per1M","(Intercept)",0.269,1.9017,1066,0.1414,0.8876,0,"",2020-04-07
"992","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.0794,0.0215,1066,3.6869,2e-04,0.0558,"***",2020-04-07
"993","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.0283,0.0276,1066,1.0263,0.305,0.0205,"",2020-04-07
"994","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.0747,0.0296,1066,2.5234,0.0118,0.0357,"*",2020-04-07
"995","log.new_cases.per1M","l1.log.new_cases.per1M",0.8959,0.0127,1066,70.5794,0,0.8992,"***",2020-04-07
"996","log.new_cases.per1M","weekend",-0.0216,0.0347,1066,-0.6212,0.5346,-0.0049,"",2020-04-07
"997","log.new_cases.per1M","rwi",0.1354,0.2322,5,0.5833,0.585,0.0164,"",2020-04-07
"998","log.new_cases.per1M","X65p_pct",7.1312,6.5896,5,1.0822,0.3286,0.0281,"",2020-04-07
"999","log.new_cases.per1M","M_pct",-2.8585,3.5871,5,-0.7969,0.4617,-0.0217,"",2020-04-07
"1000","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-5.8203,3.1409,1050,-1.8531,0.0642,0,"",2020-04-07
"1001","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0322,0.0108,1050,2.9925,0.0028,0.039,"**",2020-04-07
"1002","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5295,0.0251,1050,21.1311,0,0.5328,"***",2020-04-07
"1003","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.6414,0.3532,21,-1.816,0.0837,-0.1105,"",2020-04-07
"1004","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-11.2672,10.9151,21,-1.0323,0.3137,-0.0632,"",2020-04-07
"1005","l3.log.admin1_inflow_trip_count.per1M","M_pct",16.6204,5.7754,21,2.8778,0.009,0.18,"**",2020-04-07
"1006","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2584,0.0178,1050,-14.4972,0,-0.085,"***",2020-04-07
"1007","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.6576,1.6913,1041,4.5276,0,0,"***",2020-04-07
"1008","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0385,0.0126,1041,3.051,0.0023,0.0419,"**",2020-04-07
"1009","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3363,0.025,1041,13.449,0,0.337,"***",2020-04-07
